O*NET-SOC Code,Title,A: Arm-Hand Steadiness,A: Auditory Attention,A: Category Flexibility,A: Control Precision,A: Deductive Reasoning,A: Depth Perception,A: Dynamic Flexibility,A: Dynamic Strength,A: Explosive Strength,A: Extent Flexibility,A: Far Vision,A: Finger Dexterity,A: Flexibility of Closure,A: Fluency of Ideas,A: Glare Sensitivity,A: Gross Body Coordination,A: Gross Body Equilibrium,A: Hearing Sensitivity,A: Inductive Reasoning,A: Information Ordering,A: Manual Dexterity,A: Mathematical Reasoning,A: Memorization,A: Multilimb Coordination,A: Near Vision,A: Night Vision,A: Number Facility,A: Oral Comprehension,A: Oral Expression,A: Originality,A: Perceptual Speed,A: Peripheral Vision,A: Problem Sensitivity,A: Rate Control,A: Reaction Time,A: Response Orientation,A: Selective Attention,A: Sound Localization,A: Spatial Orientation,A: Speech Clarity,A: Speech Recognition,A: Speed of Closure,A: Speed of Limb Movement,A: Stamina,A: Static Strength,A: Time Sharing,A: Trunk Strength,A: Visual Color Discrimination,A: Visualization,A: Wrist-Finger Speed,A: Written Comprehension,A: Written Expression,S: Active Learning,S: Active Listening,S: Complex Problem Solving,S: Coordination,S: Critical Thinking,S: Equipment Maintenance,S: Equipment Selection,S: Installation,S: Instructing,S: Judgment and Decision Making,S: Learning Strategies,S: Management of Financial Resources,S: Management of Material Resources,S: Management of Personnel Resources,S: Mathematics,S: Monitoring,S: Negotiation,S: Operation and Control,S: Operations Analysis,S: Operations Monitoring,S: Persuasion,S: Programming,S: Quality Control Analysis,S: Reading Comprehension,S: Repairing,S: Science,S: Service Orientation,S: Social Perceptiveness,S: Speaking,S: Systems Analysis,S: Systems Evaluation,S: Technology Design,S: Time Management,S: Troubleshooting,S: Writing,Final_Cluster,Avg_Cluster_Labels,Ward_Cluster_Labels,Ward_Cluster
17-1011.00,"Architects, Except Landscape and Naval",1.88,1.88,4.25,2.12,5.0,2.5,0.0,0.12,0.0,0.0,4.0,2.38,3.88,4.38,0.0,0.0,0.0,1.38,4.12,4.0,1.75,3.88,2.88,1.12,4.5,0.0,4.12,4.88,4.88,4.25,3.12,0.12,4.62,0.0,0.0,0.0,3.12,0.0,1.75,3.62,3.62,3.12,0.0,0.0,0.0,2.75,1.0,2.88,4.75,0.62,4.38,4.12,3.87,4.065,4.0,3.75,4.25,0.5,0.75,0.5,2.94,4.125,3.185,3.065,2.875,3.25,3.81,4.065,3.31,1.815,4.19,2.125,3.31,1.565,3.185,4.375,0.5,2.94,3.13,3.25,4.0,3.56,3.565,2.0,3.31,1.69,4.0,0,0,0,0
17-1012.00,Landscape Architects,1.75,1.5,4.0,1.88,4.0,2.0,0.0,0.0,0.0,0.0,3.25,1.88,2.88,4.12,0.0,0.0,0.0,1.75,3.75,3.75,1.62,3.25,2.5,0.62,3.88,0.0,3.25,4.38,4.25,4.0,2.5,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,3.75,4.0,2.12,0.0,0.0,0.0,2.75,1.12,2.88,4.25,0.62,4.0,4.0,3.69,4.12,3.94,3.75,3.88,0.5,0.5,0.5,3.0,3.75,2.94,2.94,2.94,3.125,3.31,3.37,3.12,1.81,3.75,1.875,3.31,1.0,2.56,4.0600000000000005,0.5,2.75,3.315,3.62,4.0600000000000005,3.25,3.5,1.375,3.625,1.375,3.81,0,0,11,11
17-1021.00,Cartographers and Photogrammetrists,2.75,2.0,3.62,2.88,3.88,2.0,0.0,0.62,0.0,0.75,3.5,2.88,3.5,3.0,0.0,0.0,0.0,1.5,4.0,3.5,2.0,3.0,2.88,0.25,4.12,0.0,3.12,4.12,4.0,3.0,3.0,0.0,3.38,0.0,0.12,0.12,2.88,0.0,0.62,3.0,3.12,2.88,0.0,0.0,0.0,2.62,1.38,3.0,3.38,0.62,4.12,3.88,3.315,3.44,3.12,3.0,3.625,0.94,1.25,0.5,2.875,3.12,2.94,1.185,1.12,2.185,3.0,3.12,2.25,0.8799999999999999,1.185,1.815,2.25,1.5,2.12,4.0600000000000005,0.815,1.69,2.75,2.94,3.12,2.88,2.75,1.185,3.06,1.565,3.56,0,0,0,0
17-1022.00,Surveyors,3.0,2.0,3.75,2.88,4.12,3.0,0.0,1.75,0.75,2.5,4.0,2.88,3.62,3.0,2.0,2.0,1.75,1.62,4.12,4.0,2.75,4.12,2.75,2.88,3.88,0.5,4.12,4.12,4.12,3.0,3.12,1.0,3.38,1.38,1.88,1.5,3.0,0.62,3.38,3.62,3.38,3.12,0.75,2.12,2.0,2.75,2.5,2.88,3.75,2.0,4.12,4.12,3.315,3.69,3.185,3.56,3.875,1.75,2.12,0.5,3.25,3.185,3.31,1.565,1.75,3.19,4.0600000000000005,3.19,2.5,2.815,1.69,2.75,2.625,1.065,2.56,4.0,1.63,2.685,2.815,3.0,3.75,3.0,2.815,1.12,3.31,1.75,3.875,2,2,1,1
17-1022.01,Geodetic Surveyors,2.88,1.75,3.88,2.75,4.12,2.25,0.0,0.75,0.25,1.38,3.62,2.75,4.12,3.12,1.38,1.38,0.62,1.75,4.12,4.0,2.0,4.75,3.0,2.25,3.88,1.12,4.25,4.88,4.62,2.88,3.12,1.0,4.0,1.25,1.75,1.5,3.0,0.62,2.12,3.12,3.0,3.12,0.25,1.25,1.62,2.62,1.88,2.62,3.62,1.0,4.88,4.12,3.75,3.94,3.815,3.0,4.0,1.69,1.94,0.5,3.0,3.685,3.125,1.625,1.625,2.935,4.5,3.63,1.94,2.75,1.815,2.75,2.185,2.44,2.94,4.19,1.69,3.31,2.625,2.815,3.63,3.185,3.185,1.565,3.0,1.75,3.87,2,2,1,1
17-2011.00,Aerospace Engineers,0.0,2.62,4.0,0.0,4.75,1.75,0.0,0.0,0.0,0.0,3.12,2.0,3.25,4.0,0.0,0.0,0.0,2.62,4.25,4.0,0.0,4.75,2.62,0.0,3.88,0.0,3.75,4.88,4.75,4.12,3.12,0.0,4.12,0.0,0.0,0.0,3.12,0.0,0.0,3.12,3.5,2.62,0.0,0.0,0.0,2.75,0.62,3.0,3.38,0.25,5.12,4.75,3.75,4.0,4.065,3.375,4.37,0.5,0.815,0.5,3.125,3.815,3.565,1.63,1.375,2.875,4.315,3.815,3.0,0.935,4.44,2.94,3.12,1.935,3.565,4.5,0.5,4.5600000000000005,2.815,3.06,4.065,3.69,3.69,3.5,3.375,2.25,4.19,0,0,0,0
17-2021.00,Agricultural Engineers,1.38,2.62,4.12,2.12,4.5,2.38,0.0,0.5,0.38,0.88,3.0,2.0,3.0,3.75,0.75,0.5,0.5,2.38,4.38,4.25,1.25,4.12,2.5,1.88,3.75,0.62,3.88,4.25,4.62,3.62,3.0,0.88,4.25,1.0,2.0,0.88,3.0,0.75,1.25,3.12,3.38,2.38,0.0,0.5,1.0,2.88,1.38,2.88,3.62,0.5,4.75,4.25,3.565,4.0600000000000005,4.0,3.12,3.94,1.565,1.815,0.5,3.0,3.94,2.94,2.25,2.06,3.0,3.935,3.5,2.875,2.5,3.125,3.12,2.88,1.94,2.56,4.3100000000000005,1.5,3.38,2.875,3.12,4.0,3.875,3.94,2.875,3.19,2.185,4.0,0,0,0,0
17-2031.00,Bioengineers and Biomedical Engineers,2.38,2.0,4.38,2.25,4.75,1.88,0.0,0.0,0.0,0.62,2.88,2.5,3.62,4.0,0.0,0.0,0.0,1.75,4.75,4.12,1.88,4.0,2.75,0.38,4.0,0.0,3.62,4.88,4.75,4.38,3.0,0.12,4.75,0.25,0.38,0.12,3.12,0.0,0.12,3.38,3.5,2.75,0.0,0.0,0.12,2.25,1.12,3.0,3.75,1.0,4.88,4.75,4.1850000000000005,4.0600000000000005,4.19,3.19,4.25,2.25,2.815,2.25,3.56,4.25,3.565,2.06,2.375,3.06,4.19,3.935,2.94,2.06,3.875,3.0,2.935,3.25,3.37,4.5,2.56,4.25,2.94,3.125,4.125,3.75,3.75,3.565,3.185,2.94,4.125,0,0,0,0
17-2041.00,Chemical Engineers,0.88,2.62,5.0,0.75,5.0,2.12,0.0,0.0,0.0,0.0,3.62,1.25,3.62,4.0,0.0,0.0,0.0,2.12,4.88,4.38,0.12,4.0,2.75,0.0,3.88,0.0,4.0,5.0,4.38,4.0,3.62,0.0,4.62,0.5,0.75,0.0,3.25,0.0,0.0,3.12,3.75,3.0,0.0,0.0,0.0,2.12,1.25,3.38,3.75,0.88,5.0,4.0,4.315,3.625,4.19,3.31,4.5600000000000005,0.5,2.0,0.5,3.0,4.25,3.19,2.5,2.625,3.065,4.25,3.5,2.88,1.94,4.12,3.375,2.94,2.5,3.44,4.19,0.5,4.62,2.875,3.125,3.75,4.0,4.0,2.88,3.375,3.25,3.56,0,0,0,0
17-2051.00,Civil Engineers,0.0,2.62,4.12,1.12,4.88,2.62,0.0,0.0,0.0,0.0,3.62,1.62,3.75,4.0,0.12,0.0,0.0,2.5,4.0,4.0,0.0,4.75,2.88,0.5,4.12,0.0,4.0,5.0,5.0,4.0,3.75,0.0,4.75,0.0,0.0,0.0,3.12,0.0,1.5,3.75,4.0,3.62,0.0,0.0,0.0,2.75,0.75,2.62,4.12,0.5,5.0,4.0,3.935,4.0,4.0,3.435,4.25,1.19,0.75,0.5,3.0,3.69,3.25,3.13,2.94,3.25,4.315,3.565,3.0,0.94,4.0600000000000005,2.12,3.125,1.88,2.375,4.44,1.62,3.875,3.0,3.25,3.88,3.935,3.56,2.375,3.875,1.06,3.565,0,0,0,0
17-2051.01,Transportation Engineers,0.38,2.12,4.0,0.88,4.75,2.0,0.0,0.0,0.0,0.0,3.25,1.25,3.25,4.0,0.0,0.0,0.0,1.75,4.38,4.25,0.5,4.25,2.75,0.38,4.12,0.0,4.0,4.75,4.75,3.75,3.0,0.0,4.62,0.0,0.0,0.0,3.0,0.0,0.75,3.75,4.0,3.12,0.0,0.0,0.0,2.25,1.12,2.25,4.12,0.88,4.75,4.12,3.565,3.875,4.13,3.685,4.0,0.5,0.5,0.5,3.0,4.065,3.06,3.25,2.94,3.565,4.25,3.5,3.12,1.625,3.63,2.0,3.37,2.0,2.62,4.19,0.5,3.125,3.0,2.94,4.0600000000000005,3.75,3.815,2.75,3.88,2.0,4.0600000000000005,0,0,0,0
17-2051.02,Water/Wastewater Engineers,0.0,2.0,4.0,0.88,4.88,2.0,0.0,0.0,0.0,0.0,3.25,1.25,3.62,4.0,0.0,0.0,0.0,1.88,4.12,4.0,0.0,4.5,2.88,0.38,4.0,0.0,4.0,4.88,4.75,3.88,3.0,0.0,4.38,0.0,0.0,0.0,3.12,0.0,0.5,3.25,3.25,3.0,0.0,0.0,0.0,2.88,0.5,2.38,4.0,0.25,4.62,4.12,3.625,3.94,4.315,3.37,4.0600000000000005,0.5,1.375,0.5,3.37,4.0600000000000005,3.435,2.5,2.435,3.435,4.19,3.81,3.0,2.06,3.565,2.94,3.06,2.31,3.0,4.19,0.5,3.81,2.94,3.0,3.875,4.0,4.0,3.065,3.815,2.185,4.0,0,0,0,0
17-2061.00,Computer Hardware Engineers,2.25,2.0,4.12,1.62,4.25,1.38,0.0,0.0,0.0,0.38,2.62,2.62,3.12,3.88,0.0,0.0,0.0,1.5,4.12,4.12,1.88,3.38,2.88,0.0,3.62,0.0,3.25,4.75,4.12,4.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,0.12,0.0,3.12,3.0,2.25,0.0,0.0,0.0,1.88,1.0,2.75,3.88,0.75,4.5,4.12,3.935,3.88,4.0,3.12,4.0600000000000005,2.12,2.625,1.5,3.25,3.75,3.0,1.5,1.69,2.62,3.315,3.185,2.185,1.25,3.69,3.0,2.685,2.625,2.94,4.25,2.12,3.065,2.685,2.75,3.94,3.44,3.69,2.685,3.06,2.87,4.0,0,0,0,0
17-2071.00,Electrical Engineers,2.0,2.12,4.0,2.0,4.25,2.0,0.0,0.62,0.0,0.38,3.12,2.12,3.0,4.0,0.0,0.0,0.0,2.12,4.12,4.25,2.12,4.12,2.62,0.0,3.75,0.0,3.75,4.5,4.62,3.5,3.12,0.12,4.38,0.0,0.12,0.0,3.12,0.25,0.12,3.12,3.38,2.12,0.0,0.0,0.0,2.88,1.25,3.0,3.5,0.88,4.75,4.38,3.88,4.0,3.94,3.25,4.0600000000000005,1.875,2.12,0.5,3.0,3.315,3.0,2.5,2.375,3.0,3.75,3.69,2.815,0.8799999999999999,3.185,3.0,2.94,1.75,3.06,4.19,2.0,3.31,2.75,3.0,4.065,3.315,3.435,2.125,3.06,2.75,4.1850000000000005,0,0,0,0
17-2072.00,"Electronics Engineers, Except Computer",3.12,1.75,4.12,2.88,4.25,1.75,0.0,0.25,0.0,1.12,2.88,3.25,3.38,3.88,0.0,0.0,0.12,2.62,4.25,4.12,2.88,4.12,2.88,1.12,4.12,0.0,3.38,4.38,4.25,4.0,3.0,0.0,4.12,1.0,1.5,1.0,3.0,0.0,0.0,3.12,3.12,3.0,0.0,0.25,0.5,2.5,1.38,3.25,4.12,1.75,4.38,4.12,3.56,3.875,4.0600000000000005,3.06,4.0600000000000005,2.94,3.0,1.185,3.125,3.815,3.0,2.125,2.75,2.815,3.81,3.565,2.875,2.94,3.375,3.19,2.94,2.815,3.5,4.0600000000000005,2.875,3.125,2.88,2.94,3.94,3.815,3.69,3.125,2.815,3.06,3.75,0,0,0,0
17-2072.01,Radio Frequency Identification Device Specialists,2.5,2.12,3.62,2.62,4.25,1.38,0.0,0.0,0.0,1.25,2.75,2.38,2.88,3.38,0.0,0.0,0.0,2.0,3.75,3.75,2.0,3.12,2.12,0.62,4.0,0.0,3.25,4.12,3.88,3.12,2.5,0.0,3.5,0.88,1.0,0.0,2.88,0.0,0.25,3.38,3.5,2.12,0.12,0.0,0.25,2.12,2.0,2.25,3.12,1.62,4.0,3.75,3.31,3.685,3.5,3.25,3.88,2.125,2.56,2.125,3.25,3.38,2.935,1.75,1.88,2.75,3.0,3.435,2.625,2.25,2.81,2.815,3.13,2.56,2.875,3.81,2.125,1.94,2.815,3.06,3.685,3.375,3.19,2.81,2.94,2.69,3.435,2,2,8,8
17-2081.00,Environmental Engineers,0.0,1.38,3.75,0.0,4.12,1.0,0.0,0.0,0.0,0.0,3.0,0.38,3.25,4.12,0.0,0.0,0.0,1.12,4.5,4.12,0.0,3.88,3.0,0.0,3.88,0.0,3.5,4.88,4.38,4.0,3.0,0.0,4.25,0.0,0.0,0.0,3.0,0.0,0.25,3.88,3.88,3.0,0.0,0.0,0.0,2.5,1.12,2.5,3.12,0.88,4.75,4.88,3.935,3.94,4.0,3.815,4.0,0.5,0.5,0.5,3.0,4.0,3.0,2.315,2.185,2.875,3.69,4.125,3.0,1.875,2.5,2.75,3.125,1.25,2.62,4.375,0.5,3.69,2.88,3.0,4.125,3.565,3.685,1.185,3.5,1.31,4.125,0,0,0,0
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1.0,2.5,3.75,1.0,3.75,1.88,0.12,0.62,0.62,0.88,3.12,0.25,3.38,3.5,1.38,0.88,1.5,2.5,3.75,3.5,0.0,2.62,2.5,1.12,3.75,1.12,2.88,4.25,4.12,3.25,3.25,1.0,3.75,1.12,1.5,1.0,3.38,1.12,1.5,3.62,3.38,3.0,0.25,0.75,1.12,2.62,1.75,2.88,3.12,1.62,4.12,3.75,3.435,3.875,3.685,3.19,3.815,0.5,0.5,0.5,3.5,3.62,3.375,1.75,1.69,2.75,2.94,3.5,3.0,2.315,1.565,2.62,3.25,1.63,2.75,4.0,0.5,2.44,3.12,3.31,3.62,3.5,3.5,1.94,3.185,1.875,3.815,2,2,1,1
17-2111.02,Fire-Prevention and Protection Engineers,0.0,2.38,4.12,0.62,4.62,2.0,0.0,0.0,0.0,0.38,3.62,1.25,4.0,3.75,0.0,0.12,0.12,1.88,4.25,4.0,0.0,3.25,2.5,0.38,4.0,0.0,3.25,4.25,4.25,3.75,3.0,0.0,4.38,0.0,0.0,0.0,2.88,0.0,1.38,3.75,4.0,3.25,0.0,0.12,0.0,2.12,1.38,3.25,3.62,0.88,4.12,4.0,4.0,3.94,4.0,3.12,4.25,0.5,1.875,0.5,3.185,4.0600000000000005,3.25,2.685,2.815,3.06,3.185,3.185,3.0,1.565,3.875,2.88,3.31,1.25,3.38,4.0,0.5,3.685,3.0,3.06,4.0,3.94,4.0,3.0,3.44,2.75,3.94,0,0,0,0
17-2112.00,Industrial Engineers,2.0,2.75,3.88,2.0,4.12,2.0,0.0,0.12,0.12,0.25,3.0,1.5,3.12,3.62,0.0,0.25,0.12,2.5,4.25,4.0,0.12,3.5,2.25,1.75,3.88,0.12,3.38,4.25,4.38,3.5,2.75,0.0,4.0,1.5,1.88,1.0,3.0,0.0,0.5,3.25,3.25,2.12,0.0,0.38,0.5,2.75,1.38,2.75,3.88,1.0,4.38,4.25,3.565,4.0600000000000005,4.0,3.12,4.0600000000000005,0.5,0.815,0.5,3.0,3.56,2.875,2.06,2.56,2.88,3.565,3.815,2.38,2.25,2.5,2.565,2.62,1.5,2.315,4.25,0.5,1.935,2.75,3.0,4.0,3.5,3.565,2.0,3.0,1.875,3.935,0,0,0,0
17-2112.01,Human Factors Engineers and Ergonomists,0.38,1.75,4.0,0.0,4.75,1.62,0.12,0.38,0.38,0.38,3.12,0.25,3.0,4.25,0.0,0.25,0.25,1.12,4.5,4.25,0.0,3.88,3.0,0.25,3.75,0.12,3.75,4.88,5.0,3.88,3.0,0.12,4.12,0.0,0.0,0.0,2.88,0.0,0.88,3.62,3.62,3.0,0.0,0.38,0.38,2.12,1.25,2.25,3.88,0.62,4.88,4.62,4.0,4.19,4.0,3.06,4.19,0.5,1.565,0.5,3.435,4.0,3.25,1.875,1.815,2.94,3.75,3.75,2.94,1.185,3.565,2.185,2.94,2.315,2.81,4.375,0.5,3.315,3.0,3.44,4.19,3.565,3.81,3.5,3.12,2.0,4.19,0,0,0,0
17-2112.02,Validation Engineers,1.88,2.12,3.88,1.88,4.38,1.75,0.0,0.0,0.0,0.0,2.88,1.38,3.0,3.12,0.0,0.0,0.0,2.12,4.12,4.0,0.25,3.88,2.12,0.75,3.88,0.0,3.5,4.38,4.12,3.12,2.88,0.0,4.12,0.75,0.75,0.75,3.0,0.0,0.0,3.12,3.5,2.38,0.0,0.0,0.0,2.88,1.75,2.38,3.0,1.38,4.38,4.12,3.435,3.94,3.875,3.06,4.0600000000000005,1.0,0.6200000000000001,0.5,2.935,3.37,3.06,1.375,2.0,2.815,3.37,3.94,2.75,2.12,3.5,3.185,2.88,1.44,3.06,4.3100000000000005,0.685,4.065,2.815,3.06,4.0,3.37,3.25,1.565,3.06,2.25,4.0600000000000005,0,0,0,0
17-2112.03,Manufacturing Engineers,2.5,3.0,4.38,2.5,4.88,2.5,0.0,1.25,0.62,1.75,3.75,2.38,4.0,4.12,0.0,1.38,0.88,2.88,4.38,4.12,2.25,4.62,3.12,2.25,3.88,0.0,4.5,4.88,4.75,4.12,3.75,0.0,4.38,1.38,2.5,1.5,3.75,0.25,1.0,3.62,3.62,3.62,0.25,1.12,1.88,2.5,2.25,3.38,4.0,2.0,4.88,4.38,4.0600000000000005,4.0,4.125,3.31,3.875,2.87,3.25,2.75,3.435,4.25,3.565,3.25,3.25,3.38,4.25,4.25,3.06,2.935,3.565,3.88,3.37,2.19,3.565,4.375,2.81,3.435,2.94,3.25,4.0,4.1850000000000005,4.125,3.81,3.69,3.56,4.065,0,0,0,0
17-2121.00,Marine Engineers and Naval Architects,2.25,2.38,4.5,2.5,5.25,2.0,0.12,1.38,1.12,2.5,3.62,2.38,3.62,4.12,1.5,1.75,2.0,2.75,4.38,4.62,2.12,4.12,2.75,2.12,3.75,1.12,3.62,4.5,4.5,3.88,2.75,1.12,4.62,1.25,2.25,2.25,3.12,1.38,2.25,3.5,3.5,3.12,0.12,1.38,1.75,2.75,2.5,3.0,4.0,2.25,4.5,4.5,3.75,3.815,4.25,3.63,4.25,2.62,2.435,1.31,3.065,3.875,3.065,2.69,2.87,3.375,3.935,3.565,2.75,3.06,2.81,3.56,2.875,1.935,3.5,4.19,2.44,3.81,2.75,3.125,3.875,3.5,3.63,2.5,3.625,2.94,3.875,0,0,1,1
17-2131.00,Materials Engineers,2.12,2.12,4.75,2.38,4.75,2.0,0.0,0.0,0.0,0.88,3.12,2.25,3.25,3.88,0.0,0.0,0.0,2.0,4.25,3.88,2.12,4.62,2.25,0.75,3.75,0.0,3.75,4.75,4.75,4.0,3.12,0.0,4.25,1.12,1.88,0.5,3.0,0.0,0.12,3.5,3.12,2.75,0.0,0.0,0.0,2.12,0.62,3.12,3.88,1.38,4.88,4.88,3.875,4.0600000000000005,4.0,3.125,4.065,1.19,1.94,0.5,3.5,3.565,3.31,2.37,2.685,3.06,3.875,3.5,3.06,2.125,3.56,3.06,3.06,1.815,3.37,4.375,1.25,4.375,3.06,3.06,3.935,3.435,3.25,2.75,3.06,2.125,4.065,0,0,0,0
17-2141.00,Mechanical Engineers,2.0,2.5,4.12,1.25,4.75,1.75,0.0,0.0,0.0,0.38,3.12,2.12,3.38,3.88,0.0,0.0,0.0,2.5,4.25,4.25,1.0,4.5,3.0,0.0,4.0,0.0,4.12,4.75,4.75,4.0,3.25,0.12,4.12,0.38,1.5,0.0,3.25,0.0,0.5,3.25,3.5,2.88,0.0,0.0,0.0,2.75,1.25,2.88,3.88,0.88,4.75,4.0,3.875,3.94,4.125,3.19,4.0,2.0,2.375,2.06,3.19,3.935,3.13,2.56,2.565,3.0,4.125,3.685,2.87,2.685,3.94,3.37,2.935,2.315,3.56,4.315,1.815,4.125,2.88,2.94,3.63,3.63,3.63,3.31,3.19,3.065,3.69,0,0,0,0
17-2141.01,Fuel Cell Engineers,3.0,2.12,4.0,2.88,4.12,2.0,0.0,0.0,0.0,0.38,3.12,2.88,3.62,4.25,0.0,0.0,0.0,2.62,4.12,4.0,2.25,4.12,2.88,1.0,3.88,0.0,3.75,4.88,4.75,4.0,3.62,0.12,4.25,0.75,0.62,1.0,3.25,0.25,0.38,3.12,3.38,3.0,0.0,0.0,0.0,2.75,1.0,2.88,3.88,1.25,4.88,4.5,3.81,3.87,3.565,3.0,4.125,2.12,2.685,1.185,3.06,3.81,3.12,1.565,2.56,2.75,3.81,3.81,2.685,2.815,3.06,3.31,2.815,2.44,3.12,4.375,2.565,3.875,2.62,2.94,3.875,3.87,3.87,3.0,2.94,3.0,3.935,0,0,0,0
17-2141.02,Automotive Engineers,1.62,2.12,4.0,2.0,4.88,2.0,0.0,0.0,0.0,0.0,3.12,1.75,3.0,4.0,1.25,0.0,0.0,2.88,4.62,4.5,1.0,4.75,2.62,1.62,4.0,1.25,4.12,4.75,4.38,4.62,2.88,1.12,4.25,1.12,1.62,1.62,3.0,1.5,1.62,3.12,3.38,3.0,0.5,0.0,0.0,2.62,0.75,3.12,4.12,0.62,4.75,4.0,3.94,3.875,4.1850000000000005,3.56,4.4350000000000005,0.5,1.815,0.5,3.31,4.065,2.94,2.06,2.0,3.0,4.38,3.435,3.0,2.12,3.815,2.94,3.185,2.815,3.31,4.375,0.5,3.685,2.815,3.0,3.88,3.815,3.935,3.5,3.25,2.25,4.0,0,0,0,0
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.12,1.88,4.12,0.38,4.88,2.25,0.0,0.0,0.0,0.0,3.75,1.38,3.88,4.0,0.62,0.0,0.0,2.12,4.62,4.12,0.0,4.38,2.75,0.38,3.88,0.12,3.75,5.0,4.62,3.88,3.25,0.0,4.5,0.0,1.62,0.12,3.5,0.12,1.5,3.75,3.88,3.38,0.0,0.0,0.0,2.38,1.25,2.5,4.0,0.88,4.88,4.62,3.81,3.94,4.25,3.625,4.25,0.5,2.375,0.5,3.31,4.3100000000000005,3.25,3.315,3.125,3.31,4.1850000000000005,4.125,3.065,2.0,3.62,3.19,3.13,2.81,3.19,4.375,0.5,3.75,2.62,3.065,4.0600000000000005,3.875,4.0,2.69,3.63,1.88,4.125,0,0,0,0
17-2161.00,Nuclear Engineers,1.75,2.12,4.0,1.12,4.38,2.0,0.0,0.0,0.0,0.0,3.0,0.75,3.62,4.0,0.0,0.0,0.0,2.0,4.25,4.12,0.5,4.12,2.75,0.0,3.88,0.0,4.0,5.0,5.0,3.88,3.5,0.0,4.75,0.12,0.75,0.0,3.12,0.0,0.0,3.5,3.25,3.0,0.0,0.0,0.0,2.88,0.88,2.62,3.0,0.5,5.0,5.0,3.94,4.125,4.125,3.685,4.5,1.12,1.315,0.5,3.125,4.0600000000000005,3.06,2.0,2.12,2.875,4.19,4.0600000000000005,3.0,2.25,4.065,3.81,3.06,1.5,3.5,4.5,1.12,4.25,2.94,2.94,3.815,3.875,3.875,2.88,3.69,3.12,4.375,0,0,0,0
17-2171.00,Petroleum Engineers,0.0,2.0,4.0,1.25,4.0,2.0,0.0,0.0,0.0,0.0,3.0,1.5,3.0,4.0,0.0,0.0,0.0,2.25,4.0,4.0,0.0,3.88,2.0,0.62,3.75,0.0,3.25,4.12,4.62,3.88,3.0,0.0,4.0,0.0,0.25,0.0,3.0,0.0,0.12,3.25,3.25,3.0,0.0,0.0,0.0,2.88,0.62,2.75,3.25,0.25,4.62,4.62,3.815,3.94,4.0,3.685,4.19,0.685,1.44,1.315,3.0,3.88,3.0,2.5,2.815,3.19,3.625,3.815,3.13,2.06,2.0,3.0,3.06,1.5,2.62,4.375,0.5,3.69,3.0,3.62,3.94,3.88,3.88,2.25,3.685,2.125,4.065,0,0,0,0
17-2199.03,"Energy Engineers, Except Wind and Solar",0.0,2.0,3.75,1.25,4.12,1.75,0.0,0.0,0.0,0.0,3.0,1.25,3.12,3.62,0.0,0.0,0.0,2.12,4.12,4.0,0.0,4.0,2.5,0.5,3.88,0.0,4.0,4.75,4.12,3.62,3.0,0.0,4.12,0.0,0.0,0.0,3.12,0.0,0.0,3.75,3.88,2.5,0.0,0.0,0.0,2.75,0.88,2.88,3.62,0.12,4.62,3.88,3.815,3.94,3.94,3.19,4.0600000000000005,0.5,0.75,0.5,3.0,3.75,2.94,2.25,2.315,2.875,3.935,3.88,2.94,2.0,3.63,2.685,3.0,1.625,2.5,4.4350000000000005,0.5,4.0,3.0,3.375,3.875,3.94,3.625,2.12,3.25,1.81,4.0,0,0,0,0
17-2199.05,Mechatronics Engineers,2.25,2.88,3.62,2.25,4.62,2.0,0.0,0.0,0.0,0.75,3.0,2.25,3.0,4.0,0.0,0.0,0.0,2.62,4.0,4.12,1.25,4.0,2.88,0.88,3.88,0.0,3.25,4.75,4.62,4.12,2.88,0.0,4.12,1.25,1.25,0.62,3.12,0.12,0.5,3.12,3.25,2.88,0.0,0.0,0.0,2.75,1.38,3.0,3.75,1.12,4.62,4.62,3.56,3.81,4.065,3.0,3.875,1.125,2.44,1.185,3.06,4.0,3.12,1.94,1.94,2.815,3.69,3.63,2.75,3.0,3.37,3.31,2.94,2.44,3.375,3.935,1.065,3.185,2.88,2.815,3.69,3.625,3.69,3.37,3.19,2.375,3.875,0,0,0,0
17-2199.06,Microsystems Engineers,3.0,2.5,4.0,2.62,4.5,2.25,0.0,0.0,0.88,1.25,2.75,2.88,3.5,4.0,0.0,0.0,0.0,2.75,4.38,4.12,2.75,3.75,3.25,1.25,3.88,0.0,3.88,4.75,4.5,4.0,3.38,0.0,4.25,1.25,1.12,0.25,3.38,0.0,0.5,3.62,3.62,3.0,0.0,0.25,1.12,3.25,1.88,3.25,3.62,1.5,4.62,4.5,3.69,4.125,4.065,3.06,4.0600000000000005,1.75,2.315,1.0,3.31,3.685,3.315,2.25,2.38,2.88,3.63,3.685,3.125,2.685,3.0,3.315,2.94,2.56,3.31,4.375,1.875,3.75,3.0,3.19,3.81,3.875,3.69,2.5,3.56,2.44,3.875,0,0,1,1
